mot1,mot2,relation
ficelle,lier r_depict,r_depict
corde,attacher r_depict,r_depict
chaine,liaison r_depict,r_depict
cadenas,verrouiller r_depict,r_depict
serrure,securite r_depict,r_depict
cle,ouvrir r_depict,r_depict
verrou,fermer r_depict,r_depict
loquet,maintenir r_depict,r_depict
cremone,fenetre r_depict,r_depict
poignee,porte r_depict,r_depict
sonnette,signal r_depict,r_depict
interphone,communication r_depict,r_depict
digicode,code r_depict,r_depict
camera,surveillance r_depict,r_depict
alarme,intrusion r_depict,r_depict
detecteur,mouvement r_depict,r_depict
capteur,presence r_depict,r_depict
barriere,securite r_depict,r_depict
tourniquet,controle r_depict,r_depict
portique,detection r_depict,r_depict
scanner,bagage r_depict,r_depict
portique,securite r_depict,r_depict
mirador,surveillance r_depict,r_depict
grille,protection r_depict,r_depict
barreaux,fenetre r_depict,r_depict
volet,fermeture r_depict,r_depict
store,occultation r_depict,r_depict
rideau,separation r_depict,r_depict
tapis,bienvenue r_depict,r_depict
paravent,intimite r_depict,r_depict
cloison,separation r_depict,r_depict
mur,soutien r_depict,r_depict
plafond,limite r_depict,r_depict
plancher,surface r_depict,r_depict
sol,support r_depict,r_depict
carrelage,revetement r_depict,r_depict
parquet,bois r_depict,r_depict
moquette,confort r_depict,r_depict
linoleum,praticite r_depict,r_depict
papier peint,decoration r_depict,r_depict
peinture,couleur r_depict,r_depict
enduit,finition r_depict,r_depict
crepis,texture r_depict,r_depict
lambris,habillage r_depict,r_depict
faience,salle de bain r_depict,r_depict
miroir,reflet r_depict,r_depict
glace,surface r_depict,r_depict
vitre,transparence r_depict,r_depict
fenetre,vue r_depict,r_depict
baie vitree,lumiere r_depict,r_depict
veranda,espace r_depict,r_depict
balcon,exterieur r_depict,r_depict
terrasse,detente r_depict,r_depict
jardin,nature r_depict,r_depict
potager,legume r_depict,r_depict
verger,fruit r_depict,r_depict
roseraie,rose r_depict,r_depict
jardin japonais,zen r_depict,r_depict
jardin a la francaise,symetrie r_depict,r_depict
jardin anglais,naturel r_depict,r_depict
rocailles,pierre r_depict,r_depict
massif,fleur r_depict,r_depict
pelouse,herbe r_depict,r_depict
gazon,verdure r_depict,r_depict
haie,separation r_depict,r_depict
treille,vigne r_depict,r_depict
tonnelle,ombrage r_depict,r_depict
pergola,structure r_depict,r_depict
kiosque,repos r_depict,r_depict
pavillon,jardin r_depict,r_depict
cabane,outil r_depict,r_depict
abri,jardin r_depict,r_depict
serre,culture r_depict,r_depict
chassis,protection r_depict,r_depict
cloche,forcage r_depict,r_depict
tuteur,soutien r_depict,r_depict
armature,plante r_depict,r_depict
plantoir,mise en terre r_depict,r_depict
transplantoir,repiquage r_depict,r_depict
griffe,sarclage r_depict,r_depict
binette,desherbage r_depict,r_depict
sarcloir,nettoyage r_depict,r_depict
faux,coupe r_depict,r_depict
faucille,moisson r_depict,r_depict
secateur,taille r_depict,r_depict
ebrancheur,branche r_depict,r_depict
echelle,hauteur r_depict,r_depict
escabeau,accessibilite r_depict,r_depict
echafaudage,travail r_depict,r_depict
nacelle,elevation r_depict,r_depict
grue,levage r_depict,r_depict
chariot,manutention r_depict,r_depict
diable,transport r_depict,r_depict
chariot elevateur,palette r_depict,r_depict
transpalette,deplacement r_depict,r_depict
diables,marchandise r_depict,r_depict
remorque,chargement r_depict,r_depict
camion,livraison r_depict,r_depict
fourgon,transport r_depict,r_depict
utilitaire,profession r_depict,r_depict
pick up,charge r_depict,r_depict
benne,materiau r_depict,r_depict
camion citerne,liquide r_depict,r_depict
camion benne,dechet r_depict,r_depict
camion grue,levage r_depict,r_depict
camion pompier,incendie r_depict,r_depict
ambulance,urgence r_depict,r_depict
vehicule,police r_depict,r_depict
voiture,patrouille r_depict,r_depict
moto,rapidite r_depict,r_depict
scooter,mobilite r_depict,r_depict
velo,deplacement r_depict,r_depict
trottinette,jeu r_depict,r_depict
skateboard,glisse r_depict,r_depict
roller,roulette r_depict,r_depict
patins a glace,glissement r_depict,r_depict
skis,neige r_depict,r_depict
snowboard,poudreuse r_depict,r_depict
luge,descente r_depict,r_depict
traineau,neige r_depict,r_depict
char a voile,vent r_depict,r_depict
kart,piste r_depict,r_depict
go kart,course r_depict,r_depict
quad,tout terrain r_depict,r_depict
buggy,sable r_depict,r_depict
tank,combat r_depict,r_depict
blinde,protection r_depict,r_depict
jeep,militaire r_depict,r_depict
humvee,mission r_depict,r_depict
camion militaire,logistique r_depict,r_depict
avion,chasse de combat r_depict,r_depict
helicoptere,manoeuvre r_depict,r_depict
drones,reconnaissance r_depict,r_depict
sous marin,profondeur r_depict,r_depict
bateau,surface r_depict,r_depict
navire,mer r_depict,r_depict
paquebot,croisiere r_depict,r_depict
ferry,traversee r_depict,r_depict
voilier,vent r_depict,r_depict
catamaran,stabilite r_depict,r_depict
trimaran,vitesse r_depict,r_depict
kayak,riviere r_depict,r_depict
canoe,pagayage r_depict,r_depict
raft,rapide r_depict,r_depict
planche a voile,vague r_depict,r_depict
kitesurf,vent r_depict,r_depict
wakeboard,sillage r_depict,r_depict
jet ski,vitesse r_depict,r_depict
scooter,mers de balade r_depict,r_depict
yacht,luxe r_depict,r_depict
bateau mouche,tourisme r_depict,r_depict
peniche,canal r_depict,r_depict
chaland,fret r_depict,r_depict
remorqueur,poussage r_depict,r_depict
barge,transport r_depict,r_depict
petrolier,petrole r_depict,r_depict
porte conteneurs,marchandise r_depict,r_depict
brise glace,banquise r_depict,r_depict
bateau,peche de poisson r_depict,r_depict
chalutier,filet r_depict,r_depict
caseyeur,casier r_depict,r_depict
palangrier,ligne r_depict,r_depict
senneur,seine r_depict,r_depict
thonnier,thon r_depict,r_depict
morutier,morue r_depict,r_depict
bateau,sauvetage de secours r_depict,r_depict
canot,sauvetage de urgence r_depict,r_depict
vedette,surveillance r_depict,r_depict
patrouilleur,garde r_depict,r_depict
corvette,escort r_depict,r_depict
fregate,protection r_depict,r_depict
destroyer,defense r_depict,r_depict
croiseur,attaque r_depict,r_depict
porte avions,aviation r_depict,r_depict
sous marin nucleaire,dissuasion r_depict,r_depict
bateau,recherche de science r_depict,r_depict
navire oceanographique,etude r_depict,r_depict
brise lames,protection r_depict,r_depict
phare,guidage r_depict,r_depict
amer,navigation r_depict,r_depict
balise,chenal r_depict,r_depict
bouee,marquage r_depict,r_depict
corps mort,mouillage r_depict,r_depict
ancre,stabilite r_depict,r_depict
gouvernail,direction r_depict,r_depict
helice,propulsion r_depict,r_depict
voile,vent r_depict,r_depict
mat,support r_depict,r_depict
greement,cordage r_depict,r_depict
cordage,tension r_depict,r_depict
winch,traction r_depict,r_depict
treuil,levage r_depict,r_depict
poulie,renvoi r_depict,r_depict
manille,connexion r_depict,r_depict
bollard,quai r_depict,r_depict
anneau,attache r_depict,r_depict
chaine,retenue r_depict,r_depict
aussiere,amarrage r_depict,r_depict
film,vie r_depict,r_depict
roman,l amour r_depict,r_depict
chanson,tristesse r_depict,r_depict
poeme,nature r_depict,r_depict
symphonie,l emotion r_depict,r_depict
peinture,lumiere r_depict,r_depict
sculpture,forme r_depict,r_depict
photo,bonheur r_depict,r_depict
dessin,l enfance r_depict,r_depict
gravure,passe r_depict,r_depict
fresque,l histoire r_depict,r_depict
mosaique,culture r_depict,r_depict
tapisserie,tradition r_depict,r_depict
broderie,patience r_depict,r_depict
ceramique,l artisanat r_depict,r_depict
porcelaine,delicatesse r_depict,r_depict
joaillerie,perfection r_depict,r_depict
orfevrerie,savoir faire r_depict,r_depict
marqueterie,patience r_depict,r_depict
ebenisterie,travail r_depict,r_depict
ferronnerie,force r_depict,r_depict
numismatique,l histoire r_depict,r_depict
philatelie,collectionneur r_depict,r_depict
maquette,realite r_depict,r_depict
modele,l ingenieur r_depict,r_depict
plan,l architecte r_depict,r_depict
graphique,l analyse r_depict,r_depict
medaillon,souvenir r_depict,r_depict
cinema,reve r_depict,r_depict
theatre,vie r_depict,r_depict
opera,l ame r_depict,r_depict
ballet,l elegance r_depict,r_depict
pantomime,silence r_depict,r_depict
cirque,magie r_depict,r_depict
degat,tempete r_has_causatif,r_has_causitif
brulure,soleil r_has_causatif,r_has_causitif
cicatrice,coupure r_has_causatif,r_has_causitif
inondation,pluie r_has_causatif,r_has_causitif
panne,surtension r_has_causatif,r_has_causitif
tache,graisse r_has_causatif,r_has_causitif
carie,sucre r_has_causatif,r_has_causitif
rouille,condensation r_has_causatif,r_has_causitif
fumee,combustion r_has_causatif,r_has_causitif
intoxication,champignon r_has_causatif,r_has_causitif
fievre,grippe r_has_causatif,r_has_causitif
ecorchure,chute r_has_causatif,r_has_causitif
fissure,gel r_has_causatif,r_has_causitif
retard,greve r_has_causatif,r_has_causitif
casse,surcharge r_has_causatif,r_has_causitif
usure,frottement r_has_causatif,r_has_causitif
odeur,brule r_has_causatif,r_has_causitif
crampe,deshydratation r_has_causatif,r_has_causitif
allergie,pollen r_has_causatif,r_has_causitif
panne,court circuit r_has_causatif,r_has_causitif
erosion,vent r_has_causatif,r_has_causitif
glissement,pluie r_has_causatif,r_has_causitif
vertige,fatigue r_has_causatif,r_has_causitif
nausee,mal de mer r_has_causatif,r_has_causitif
migraine,stress r_has_causatif,r_has_causitif
insomnie,cafeine r_has_causatif,r_has_causitif
irritation,savon r_has_causatif,r_has_causitif
deformation,chaleur r_has_causatif,r_has_causitif
corrosion,sel r_has_causatif,r_has_causitif
vibration,moteur r_has_causatif,r_has_causitif
blessure,choc r_has_causatif,r_has_causitif
fracture,collision r_has_causatif,r_has_causitif
decoloration,soleil r_has_causatif,r_has_causitif
contamination,bacterie r_has_causatif,r_has_causitif
infection,virus r_has_causatif,r_has_causitif
asphyxie,fumee r_has_causatif,r_has_causitif
empoisonnement,plomb r_has_causatif,r_has_causitif
inflammation,frottement r_has_causatif,r_has_causitif
obstruction,calcaire r_has_causatif,r_has_causitif
rupture,pression r_has_causatif,r_has_causitif
eclatement,gel r_has_causatif,r_has_causitif
dechirure,traction r_has_causatif,r_has_causitif
bosselure,grele r_has_causatif,r_has_causitif
rayure,sable r_has_causatif,r_has_causitif
ternissement,humidite r_has_causatif,r_has_causitif
jaunissement,nicotine r_has_causatif,r_has_causitif
noircissement,fumee r_has_causatif,r_has_causitif
gonflement,chaleur r_has_causatif,r_has_causitif
retrecissement,lavage r_has_causatif,r_has_causitif
durcissement,calcaire r_has_causatif,r_has_causitif
ramollissement,humidite r_has_causatif,r_has_causitif
pourriture,eau r_has_causatif,r_has_causitif
moisissure,condensation r_has_causatif,r_has_causitif
oxydation,air r_has_causatif,r_has_causitif
cristallisation,gel r_has_causatif,r_has_causitif
coagulation,chaleur r_has_causatif,r_has_causitif
fermentation,levure r_has_causatif,r_has_causitif
putrefaction,bacterie r_has_causatif,r_has_causitif
carbonisation,feu r_has_causatif,r_has_causitif
calcination,flamme r_has_causatif,r_has_causitif
vitrification,chaleur r_has_causatif,r_has_causitif
desagregation,gel r_has_causatif,r_has_causitif
effritement,secheresse r_has_causatif,r_has_causitif
delitement,pluie r_has_causatif,r_has_causitif
affaissement,secheresse r_has_causatif,r_has_causitif
eboulement,pluie r_has_causatif,r_has_causitif
effondrement,termite r_has_causatif,r_has_causitif
ecroulement,seisme r_has_causatif,r_has_causitif
engelure,froid r_has_causatif,r_has_causitif
gercure,froid r_has_causatif,r_has_causitif
crevasse,secheresse r_has_causatif,r_has_causitif
cloque,brulure r_has_causatif,r_has_causitif
ampoule,frottement r_has_causatif,r_has_causitif
hematome,coup r_has_causatif,r_has_causitif
contusion,choc r_has_causatif,r_has_causitif
luxation,torsion r_has_causatif,r_has_causitif
entorse,mouvement r_has_causatif,r_has_causitif
dechirement,effort r_has_causatif,r_has_causitif
elongation,etirement r_has_causatif,r_has_causitif
courbature,effort r_has_causatif,r_has_causitif
ankylose,immobilite r_has_causatif,r_has_causitif
atrophie,inactivite r_has_causatif,r_has_causitif
hypertrophie,sollicitation r_has_causatif,r_has_causitif
degenerescence,vieillissement r_has_causatif,r_has_causitif
necrose,gangrene r_has_causatif,r_has_causitif
ulceration,acide r_has_causatif,r_has_causitif
perforation,corrosion r_has_causatif,r_has_causitif
hemorragie,rupture r_has_causatif,r_has_causitif
thrombose,stase r_has_causatif,r_has_causitif
embolie,caillot r_has_causatif,r_has_causitif
œdeme,retention r_has_causatif,r_has_causitif
congestion,inflammation r_has_causatif,r_has_causitif
obstruction,thrombus r_has_causatif,r_has_causitif
stenose,calcification r_has_causatif,r_has_causitif
dilatation,pression r_has_causatif,r_has_causitif
anevrisme,hypertension r_has_causatif,r_has_causitif
prolapsus,relachement r_has_causatif,r_has_causitif
hernie,effort r_has_causatif,r_has_causitif
eventration,dechirure r_has_causatif,r_has_causitif
dehiscence,infection r_has_causatif,r_has_causitif
suppuration,bacterie r_has_causatif,r_has_causitif
colmatage,filtre de poussiere r_has_causatif,r_has_causitif
intoxication,pesticide de verger r_has_causatif,r_has_causitif
irritation,peau de detergent r_has_causatif,r_has_causitif
fissure,metal de fatigue r_has_causatif,r_has_causitif
rupture,canalisation de gel r_has_causatif,r_has_causitif
corrosion,tuyau de acide r_has_causatif,r_has_causitif
obstruction,artere de cholesterol r_has_causatif,r_has_causitif
inflammation,gorge de virus r_has_causatif,r_has_causitif
usure,pneu de freinage r_has_causatif,r_has_causitif
deformation,rail de chaleur r_has_causatif,r_has_causitif
panne,moteur de surchauffe r_has_causatif,r_has_causitif
blocage,serrure de rouille r_has_causatif,r_has_causitif
eclatement,conduite de pression r_has_causatif,r_has_causitif
casse,courroie de tension r_has_causatif,r_has_causitif
fuite,joint de usure r_has_causatif,r_has_causitif
decollement,peinture de humidite r_has_causatif,r_has_causitif
jaunissement,papier de lumiere r_has_causatif,r_has_causitif
noircissement,mur de fumee r_has_causatif,r_has_causitif
effritement,pierre de gel r_has_causatif,r_has_causitif
pourrissement,bois de eau r_has_causatif,r_has_causitif
oxydation,fer de oxygene r_has_causatif,r_has_causitif
contamination,eau de nitrate r_has_causatif,r_has_causitif
infection,plaie de bacterie r_has_causatif,r_has_causitif
necrose,tissu de gangrene r_has_causatif,r_has_causitif
calcification,valve de calcium r_has_causatif,r_has_causitif
thrombose,veine de stase r_has_causatif,r_has_causitif
embolie,poumon de caillot r_has_causatif,r_has_causitif
perforation,estomac de ulcere r_has_causatif,r_has_causitif
hemorragie,cerveau de anevrisme r_has_causatif,r_has_causitif
paralysie,membre de compression r_has_causatif,r_has_causitif
atrophie,muscle de immobilisation r_has_causatif,r_has_causitif
degenerescence,cartilage de arthrose r_has_causatif,r_has_causitif
destruction,foret de incendie r_has_causatif,r_has_causitif
erosion,sol de ruissellement r_has_causatif,r_has_causitif
affaissement,terrain de secheresse r_has_causatif,r_has_causitif
glissement,talus de pluie r_has_causatif,r_has_causitif
eboulement,falaise de tempete r_has_causatif,r_has_causitif
effondrement,toit de neige r_has_causatif,r_has_causitif
explosion,chaudiere de surpression r_has_causatif,r_has_causitif
implosion,reservoir de vide r_has_causatif,r_has_causitif
rupture,barrage de crue r_has_causatif,r_has_causitif
deversement,petrole de rupture r_has_causatif,r_has_causitif
contamination,sol de hydrocarbure r_has_causatif,r_has_causitif
pollution,riviere de pesticide r_has_causatif,r_has_causitif
intoxication,betail de plomb r_has_causatif,r_has_causitif
empoisonnement,chat de antigel r_has_causatif,r_has_causitif
asphyxie,poisson de algue r_has_causatif,r_has_causitif
mort,abeille de insecticide r_has_causatif,r_has_causitif
deperissement,arbre de pollution r_has_causatif,r_has_causitif
brunissement,feuille de secheresse r_has_causatif,r_has_causitif
fletrissement,fleur de chaleur r_has_causatif,r_has_causitif
dessechement,plante de vent r_has_causatif,r_has_causitif
brulure,gazon de engrais r_has_causatif,r_has_causitif
